"id","catalog_no","title","author_name","published_year","pages","language","status","source","category1","category2"
"2163","S0116","තෙසැත්තෑ ඤාණ කථා","කැන්දලියද්දපාළුවේ ධම්මිස්සර හිමි","1972-01-01",791,"Sinhala","Full","Path Nirwana","සූත්‍ර","වෙනත්"
"2164","A0084","යමක වාචනා මාර්ගය","ඤාණින්ද සෙයාඩෝ හිමි, නාඋයනේ අරියධම්ම හිමි","1989-01-01",835,"Sinhala","Full","Path Nirwana","අභිධර්ම","අභිධර්ම"
"2166","A0086","ධම්මසඞ්ගණි අටුවාව","BCC",NULL,474,"Sinhala","Full","Path Nirwana","අභිධර්ම","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2167","A0087","පංචප්පකරණ අටුවාව 1","BCC",NULL,254,"Sinhala","Full","Path Nirwana","අභිධර්ම","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2168","A0088","පංචප්පකරණ අටුවාව 2","BCC",NULL,206,"Sinhala","Full","Path Nirwana","අභිධර්ම","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2169","A0089","විභංග අටුවාව","BCC",NULL,447,"Sinhala","Full","Path Nirwana","අභිධර්ම","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2170","S0117","ථෙරිගාථා අටුවාව","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2171","S0118","ධම්මපද අටුවාව 01","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2172","S0119","ධම්මපද අටුවාව 02","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2173","S0120","විමානවත්ථු අටුවාව","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2174","S0121","අංගුත්තර නිකාය අටුවාව 1","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2175","S0122","අංගුත්තර නිකාය අටුවාව 2","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2176","S0123","ආපදානපාලි අටුවාව (1, 2)","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2177","S0124","ඉතිවුත්තක අටුවාව","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2152","V0081","විනය පරිවාර පාලි- ශ්‍රීපාද","කිරිඇල්ලේ ඤාණවිමල හිමි","1957-01-01",289,"Pali","Full","Path Nirwana","විනය","වෙනත් ත්‍රිපිටක"
"2153","V0082","විනය පරිවාර පාලි","බෙන්තර සද්ධාතිස්ස හිමි","1928-01-01",315,"Pali","Full","Path Nirwana","විනය","වෙනත් ත්‍රිපිටක"
"2155","V0084","විනය පරිවාර පාලි","හේවාවිතාරණ","1961-01-01",341,"Pali","Full","Path Nirwana","විනය","වෙනත් ත්‍රිපිටක"
"2156","V0085","විනය පාරාජික පාලි","පලන්නොරුවේ විමලධම්ම නා හිමි","1950-01-01",331,"Pali","Full","Path Nirwana","විනය","වෙනත් ත්‍රිපිටක"
"2180","S0127","චරියාපිටක අටුවාව","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2181","S0128","චූලනිද්දේසපාලි අටුවාව","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2182","S0129","මහානිද්දේසපාලි අටුවාව","BCC",NULL,518,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2183","S0130","ථේරගාථා අටුවාව 1","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2184","S0131","ථේරගාථා අටුවාව 2","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2185","S0132","නෙත්තිප්පකරණ අටුවාව","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2186","S0133","පටිසම්භිදාමග්ග අටුවාව","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2187","S0134","පේතවත්ථු අටුවාව","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2188","S0135","බුද්ධවංස අටුවාව","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2189","S0136","සුත්ත නිපාත අටුවාව","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2190","S0137","චතුභාණවාර අටුවාව","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2191","S0138","ජාතක අටුවාව 1","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2192","S0139","ජාතක අටුවාව 2","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2193","S0140","ජාතක අටුවාව 3","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2194","S0141","ජාතක අටුවාව 4","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2195","S0142","ජාතක අටුවාව 5","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2196","S0143","ජාතක අටුවාව 6","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2197","S0144","ජාතක අටුවාව 7","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2198","S0145","දීඝනිකාය අටුවාව 1","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2199","S0146","දීඝනිකාය අටුවාව 2","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2200","S0147","මජ්ඣිම නිකාය අටුවාව 1","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2201","S0148","මජ්ඣිම නිකාය අටුවාව 2","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2202","S0149","මජ්ඣිම නිකාය අටුවාව 3","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2203","S0150","මජ්ඣිම නිකාය අටුවාව 4","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2204","S0151","සංයුක්ත නිකාය අටුවාව 1","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2205","S0152","සංයුක්ත නිකාය අටුවාව 2","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2206","S0153","සංයුක්ත නිකාය අටුවාව 3","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2207","S0154","සුත්තසංගහ අටුවාව","BCC",NULL,NULL,"Sinhala","Full","Path Nirwana","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2208","V0088","ආණා දේසනා කර්ම වාක්‍ය පොත","කල්‍යාණී යෝගාශ්‍රම","2019-01-01",519,"Sinhala","Full","Path Nirwana","විනය","භික්ෂු විනය"
"2209","RG0029","දහම්සොඬකව","වැලිවිටියේ සෝරත හිමි/ අලගියවන්න මුකවෙටිතුමා","1934-01-01",144,"Sinhala","Full","Path Nirwana","ඉපැරණි ග්‍රන්ථ","සිංහල සාහිත්‍ය"
"2210","RA0019","පොහොය වර්ණනාව","මාපලගම සෝමිස්සර හිමි","1968-01-01",179,"Sinhala","Full","Path Nirwana","ඉපැරණි ග්‍රන්ථ","පැරණි ධර්ම ග්‍රන්ථ"
"2211","V0089","වහලය ගලවන්න භික්ෂු ප්‍රාතිමෝක්‍ෂය","ඇස්වත්තේ රේවත හිමි","2005-01-01",604,"Sinhala","Full","Path Nirwana","විනය","භික්ෂු විනය"
"2395","RG0032","ගණපති යදින්න සහ ගණපති හෑල්ල",NULL,NULL,7,"Sinhala","Full","Na Uyana","ඉපැරණි ග්‍රන්ථ","සිංහල සාහිත්‍ය"
"2212","RA0020","සිංහල සාරසඞ්ග්‍රහය","කහවේ සුමංගල හිමි","1929-01-01",321,"Sinhala","Full","Path Nirwana","ඉපැරණි ග්‍රන්ථ","පැරණි ධර්ම ග්‍රන්ථ"
"2213","RA0021","බුදුසමයේ පැනෙන මාරයා","කන්දරපංගුවේ ධම්මසිරි හිමි","2009-01-01",210,"Sinhala","Full","Path Nirwana","ඉපැරණි ග්‍රන්ථ","පැරණි ධර්ම ග්‍රන්ථ"
